id,trade_ref,instrument_id,counterparty_id,asset_class,side,quantity,price,trade_date,status
284,TRD-602823-284,46,8,COMMODITY,BUY,485.4333,63.0998,2026-06-03,PENDING
285,TRD-313282-285,41,8,EQUITY,SELL,166.9599,492.3096,2026-07-29,PENDING
286,TRD-284145-286,7,7,FIXED_INCOME,BUY,453.3504,195.7173,2026-04-15,DISPUTED
287,TRD-186415-287,34,3,EQUITY,SELL,458.2968,466.9449,2026-05-15,DISPUTED
288,TRD-990997-288,49,6,FX,BUY,500.3381,240.3243,2026-07-06,UNMATCHED
289,TRD-441821-289,11,8,COMMODITY,SELL,62.8026,461.1742,2026-05-08,DISPUTED
290,TRD-447442-290,46,1,COMMODITY,SELL,443.6089,190.1125,2026-06-22,UNMATCHED
291,TRD-151308-291,4,2,COMMODITY,SELL,652.6392,414.0984,2026-05-07,PENDING
292,TRD-803655-292,17,5,COMMODITY,SELL,757.8194,417.8898,2026-05-15,DISPUTED
293,TRD-886478-293,2,4,EQUITY,BUY,844.8481,117.6531,2026-05-31,PENDING
294,TRD-412301-294,1,8,FX,SELL,158.468,68.9802,2026-04-21,UNMATCHED
295,TRD-416545-295,16,2,FIXED_INCOME,BUY,413.8292,247.8111,2026-07-20,PENDING
296,TRD-830477-296,47,8,DERIVATIVE,SELL,194.6355,75.6096,2026-05-14,UNMATCHED
297,TRD-795817-297,45,7,EQUITY,BUY,941.4345,143.5496,2026-05-25,DISPUTED
298,TRD-337130-298,22,8,FIXED_INCOME,BUY,661.3332,141.7743,2026-04-06,DISPUTED
299,TRD-534370-299,5,8,COMMODITY,BUY,937.385,332.7882,2026-04-16,PENDING
300,TRD-503072-300,4,10,FIXED_INCOME,BUY,984.5052,155.7438,2026-04-07,UNMATCHED
301,TRD-288865-301,8,6,DERIVATIVE,SELL,714.6694,141.2549,2026-06-21,MATCHED
302,TRD-766089-302,36,7,COMMODITY,BUY,248.7775,114.7906,2026-04-17,UNMATCHED
303,TRD-846755-303,18,9,DERIVATIVE,BUY,905.8057,125.9537,2026-06-10,DISPUTED
304,TRD-211960-304,23,5,FIXED_INCOME,SELL,419.0321,376.2626,2026-04-28,MATCHED
305,TRD-309531-305,19,1,FX,BUY,425.4416,422.0,2026-04-02,MATCHED
306,TRD-186980-306,30,7,DERIVATIVE,SELL,917.269,337.9687,2026-07-01,MATCHED
307,TRD-542845-307,43,3,COMMODITY,SELL,818.3708,434.3612,2026-07-01,UNMATCHED
308,TRD-777306-308,18,3,EQUITY,SELL,945.6193,319.7735,2026-06-14,DISPUTED
309,TRD-260101-309,47,8,DERIVATIVE,SELL,309.8374,98.7072,2026-06-01,DISPUTED
310,TRD-906517-310,36,5,FX,SELL,318.6257,138.2592,2026-06-07,DISPUTED
311,TRD-114036-311,9,6,EQUITY,SELL,897.7738,370.1375,2026-05-31,DISPUTED
312,TRD-528523-312,49,3,FIXED_INCOME,SELL,201.9163,250.5167,2026-04-14,DISPUTED
313,TRD-252129-313,41,6,EQUITY,BUY,667.445,376.4841,2026-04-24,MATCHED
314,TRD-423267-314,5,8,EQUITY,BUY,434.3859,395.4063,2026-04-13,MATCHED
315,TRD-207345-315,5,10,DERIVATIVE,SELL,472.7234,284.3502,2026-07-06,DISPUTED
316,TRD-944971-316,10,4,FX,SELL,239.5108,387.4333,2026-04-20,UNMATCHED
317,TRD-555376-317,17,1,COMMODITY,BUY,184.991,263.0929,2026-06-27,DISPUTED
318,TRD-852292-318,36,10,DERIVATIVE,SELL,611.0733,159.5363,2026-06-16,MATCHED
319,TRD-682134-319,42,1,FX,SELL,320.75,107.6254,2026-06-18,DISPUTED
320,TRD-191942-320,28,6,COMMODITY,SELL,179.7911,97.2132,2026-05-06,UNMATCHED
321,TRD-838963-321,30,3,EQUITY,BUY,479.2731,177.0138,2026-04-12,PENDING
322,TRD-580871-322,34,2,COMMODITY,BUY,422.5887,437.9474,2026-06-11,PENDING
323,TRD-277690-323,47,5,FIXED_INCOME,BUY,502.6929,387.1533,2026-06-17,PENDING
324,TRD-842646-324,12,8,FIXED_INCOME,SELL,932.5917,482.4074,2026-05-02,MATCHED
325,TRD-418898-325,36,3,EQUITY,BUY,997.5899,132.2229,2026-05-13,UNMATCHED
326,TRD-608522-326,5,1,DERIVATIVE,BUY,380.0133,201.2076,2026-05-22,UNMATCHED
327,TRD-112779-327,1,1,FIXED_INCOME,BUY,93.7633,467.6025,2026-07-10,PENDING
328,TRD-393543-328,47,4,FIXED_INCOME,BUY,378.2877,213.3263,2026-07-05,UNMATCHED
329,TRD-317771-329,9,6,FX,SELL,37.332,150.2993,2026-05-15,UNMATCHED
330,TRD-808843-330,41,6,EQUITY,SELL,634.4341,91.5504,2026-05-18,PENDING
331,TRD-607463-331,13,10,FX,SELL,927.3136,391.1597,2026-04-09,DISPUTED
332,TRD-268785-332,26,10,FIXED_INCOME,BUY,589.8656,278.8511,2026-07-02,MATCHED
333,TRD-881914-333,7,7,FIXED_INCOME,SELL,817.8152,390.057,2026-06-22,DISPUTED
334,TRD-942788-334,11,6,EQUITY,SELL,841.0001,75.6891,2026-04-03,MATCHED
335,TRD-142768-335,19,2,EQUITY,BUY,426.0367,81.8012,2026-07-12,MATCHED
336,TRD-571408-336,12,7,DERIVATIVE,BUY,696.3414,439.3535,2026-06-16,MATCHED
337,TRD-281527-337,10,8,FX,SELL,545.9712,342.8547,2026-07-07,DISPUTED
338,TRD-345967-338,50,8,DERIVATIVE,BUY,636.8255,412.3503,2026-06-30,PENDING
339,TRD-153954-339,25,10,COMMODITY,BUY,589.0883,159.3192,2026-06-05,MATCHED
340,TRD-603627-340,27,3,DERIVATIVE,SELL,327.7606,266.1505,2026-06-24,PENDING
341,TRD-889153-341,37,1,COMMODITY,SELL,553.9876,397.605,2026-06-20,UNMATCHED
342,TRD-511546-342,34,6,FIXED_INCOME,BUY,960.0896,100.8858,2026-06-13,PENDING
343,TRD-559182-343,3,4,DERIVATIVE,SELL,897.5686,102.9037,2026-07-20,PENDING
344,TRD-751235-344,47,2,FX,SELL,945.7422,363.2195,2026-06-19,UNMATCHED
345,TRD-539591-345,31,4,EQUITY,SELL,404.1677,266.6629,2026-04-12,MATCHED
346,TRD-900836-346,41,10,COMMODITY,BUY,368.6581,486.9065,2026-05-19,UNMATCHED
347,TRD-474376-347,9,2,EQUITY,BUY,856.3071,196.3724,2026-06-10,DISPUTED
348,TRD-521562-348,46,1,FIXED_INCOME,SELL,371.7908,399.5287,2026-04-09,DISPUTED
349,TRD-797094-349,26,5,EQUITY,SELL,994.4024,166.4215,2026-04-02,UNMATCHED
350,TRD-839363-350,18,3,DERIVATIVE,BUY,965.9704,311.1764,2026-06-22,PENDING
351,TRD-633817-351,34,10,EQUITY,BUY,221.4605,347.4677,2026-06-15,UNMATCHED
352,TRD-500567-352,19,8,FX,SELL,233.3582,298.9927,2026-04-16,MATCHED
353,TRD-194033-353,20,6,FX,SELL,498.9798,385.276,2026-04-26,MATCHED
354,TRD-777339-354,35,3,FX,BUY,402.8339,416.7496,2026-06-18,MATCHED
355,TRD-611120-355,4,8,FIXED_INCOME,BUY,333.3108,245.7628,2026-06-27,UNMATCHED
356,TRD-283953-356,42,1,DERIVATIVE,SELL,198.8865,211.6294,2026-06-21,UNMATCHED
357,TRD-756926-357,32,3,COMMODITY,BUY,21.8715,161.1348,2026-04-02,UNMATCHED
358,TRD-656671-358,13,2,COMMODITY,SELL,717.4074,372.5971,2026-05-29,PENDING
359,TRD-586256-359,50,6,COMMODITY,BUY,824.7338,383.3909,2026-04-03,UNMATCHED
360,TRD-683585-360,30,3,EQUITY,SELL,360.1152,499.5404,2026-07-16,DISPUTED
361,TRD-610007-361,21,8,EQUITY,SELL,612.8034,86.5866,2026-04-30,PENDING
362,TRD-252723-362,19,2,COMMODITY,BUY,423.4853,130.5534,2026-07-14,MATCHED
363,TRD-581918-363,4,1,COMMODITY,BUY,145.2084,325.3215,2026-05-11,UNMATCHED
364,TRD-107221-364,3,5,FIXED_INCOME,BUY,98.5575,172.483,2026-04-25,DISPUTED
365,TRD-681613-365,42,10,FIXED_INCOME,BUY,808.9328,258.4237,2026-07-09,UNMATCHED
366,TRD-633589-366,5,8,COMMODITY,BUY,901.3004,305.35,2026-04-18,UNMATCHED
367,TRD-419603-367,33,4,FX,SELL,868.7886,258.2922,2026-07-08,MATCHED
368,TRD-189785-368,21,8,DERIVATIVE,SELL,136.3307,331.0997,2026-06-27,UNMATCHED
369,TRD-248341-369,41,4,FIXED_INCOME,BUY,464.3711,109.1217,2026-07-16,DISPUTED
370,TRD-424540-370,2,7,FX,SELL,431.6112,341.7821,2026-06-17,MATCHED
371,TRD-729823-371,16,3,EQUITY,BUY,836.2108,106.0736,2026-04-30,DISPUTED
372,TRD-600609-372,44,3,EQUITY,SELL,240.6539,333.3765,2026-07-11,DISPUTED
373,TRD-835009-373,27,7,COMMODITY,SELL,332.5137,326.441,2026-07-26,DISPUTED
374,TRD-925324-374,48,4,COMMODITY,BUY,43.5184,209.4445,2026-07-27,UNMATCHED
375,TRD-252616-375,23,5,COMMODITY,SELL,190.1038,323.0107,2026-06-04,PENDING
376,TRD-478678-376,33,2,DERIVATIVE,BUY,428.1497,470.7505,2026-04-19,UNMATCHED
377,TRD-531059-377,31,3,FX,SELL,170.2829,105.6344,2026-04-11,MATCHED
378,TRD-184496-378,45,7,EQUITY,SELL,902.89,383.4232,2026-07-29,MATCHED
379,TRD-755757-379,3,4,DERIVATIVE,SELL,108.2921,267.3724,2026-05-10,UNMATCHED
380,TRD-111914-380,39,3,EQUITY,SELL,568.8283,283.5354,2026-04-20,DISPUTED
381,TRD-966282-381,7,10,EQUITY,BUY,794.039,132.7716,2026-07-09,UNMATCHED
382,TRD-736220-382,14,4,EQUITY,SELL,319.7451,99.6398,2026-05-06,UNMATCHED
383,TRD-666315-383,50,10,EQUITY,BUY,989.0399,368.3614,2026-04-23,MATCHED
384,TRD-637339-384,40,9,DERIVATIVE,BUY,993.2839,248.9641,2026-07-29,UNMATCHED
385,TRD-535267-385,5,1,FIXED_INCOME,BUY,229.7493,404.9297,2026-07-13,DISPUTED
386,TRD-653380-386,5,10,COMMODITY,BUY,920.4808,469.0023,2026-06-07,MATCHED
387,TRD-672565-387,21,7,FX,SELL,276.2677,89.5249,2026-07-27,UNMATCHED
388,TRD-542922-388,40,1,FIXED_INCOME,BUY,972.1561,496.492,2026-04-20,UNMATCHED
389,TRD-832083-389,11,3,EQUITY,SELL,767.3371,326.1927,2026-05-23,MATCHED
390,TRD-476779-390,39,6,DERIVATIVE,BUY,970.5356,295.4417,2026-04-24,DISPUTED
391,TRD-662066-391,31,8,EQUITY,BUY,731.0718,251.0562,2026-06-19,DISPUTED
392,TRD-649444-392,44,2,COMMODITY,BUY,290.6289,283.5826,2026-07-19,UNMATCHED
393,TRD-872720-393,24,3,COMMODITY,BUY,880.692,89.4082,2026-04-28,PENDING
394,TRD-760863-394,31,5,FX,BUY,401.8534,140.5704,2026-05-01,UNMATCHED
395,TRD-453969-395,31,8,DERIVATIVE,SELL,401.6615,111.4645,2026-05-15,DISPUTED
396,TRD-897684-396,28,10,COMMODITY,BUY,713.852,293.0844,2026-04-14,DISPUTED
397,TRD-214885-397,25,9,DERIVATIVE,SELL,211.2883,420.1183,2026-05-27,PENDING
398,TRD-218693-398,20,2,DERIVATIVE,BUY,189.5415,188.3815,2026-07-15,MATCHED
399,TRD-343368-399,32,1,COMMODITY,BUY,223.3613,353.0858,2026-07-17,UNMATCHED
400,TRD-723545-400,10,4,DERIVATIVE,BUY,713.7665,333.3664,2026-05-25,PENDING
401,TRD-765042-401,43,7,FX,SELL,426.3356,389.1989,2026-05-19,UNMATCHED
402,TRD-221888-402,36,7,FIXED_INCOME,SELL,601.0818,220.4417,2026-06-19,PENDING
403,TRD-500876-403,3,5,EQUITY,BUY,273.7539,124.7366,2026-06-30,DISPUTED
404,TRD-940631-404,3,5,FIXED_INCOME,SELL,335.0472,411.3832,2026-05-09,UNMATCHED
405,TRD-348868-405,14,3,COMMODITY,SELL,122.1936,341.056,2026-06-25,PENDING
406,TRD-808695-406,48,10,FIXED_INCOME,BUY,331.9271,125.3262,2026-07-11,DISPUTED
407,TRD-745064-407,18,1,EQUITY,SELL,352.2959,242.9727,2026-07-17,MATCHED
408,TRD-885043-408,4,10,COMMODITY,BUY,270.1485,430.5215,2026-06-12,PENDING
409,TRD-138870-409,50,8,FIXED_INCOME,SELL,256.5872,343.5014,2026-04-20,DISPUTED
410,TRD-411654-410,29,2,FIXED_INCOME,SELL,547.9495,227.7972,2026-04-06,MATCHED
411,TRD-984078-411,27,8,FIXED_INCOME,SELL,56.2119,483.3593,2026-07-07,PENDING
412,TRD-321207-412,12,5,FX,BUY,124.882,218.4312,2026-06-21,DISPUTED
413,TRD-917946-413,23,2,DERIVATIVE,SELL,340.7156,369.6774,2026-06-09,MATCHED
414,TRD-670084-414,29,1,DERIVATIVE,SELL,585.6495,441.0687,2026-07-31,MATCHED
415,TRD-666936-415,27,5,COMMODITY,BUY,733.2975,454.0738,2026-05-25,DISPUTED
416,TRD-252761-416,5,1,FX,BUY,47.402,378.9315,2026-07-21,PENDING
417,TRD-511606-417,2,4,DERIVATIVE,SELL,151.5293,347.812,2026-07-14,DISPUTED
418,TRD-284357-418,46,7,EQUITY,SELL,306.3567,189.4541,2026-06-02,DISPUTED
419,TRD-415003-419,17,10,EQUITY,SELL,697.4989,224.4881,2026-04-04,MATCHED
420,TRD-253795-420,45,7,FIXED_INCOME,SELL,897.657,311.2423,2026-05-01,MATCHED
421,TRD-761009-421,49,5,DERIVATIVE,SELL,903.1098,393.0918,2026-07-06,DISPUTED
422,TRD-783157-422,45,4,DERIVATIVE,SELL,330.8462,267.2806,2026-07-12,PENDING
423,TRD-900761-423,31,1,EQUITY,SELL,600.8605,135.9229,2026-05-17,UNMATCHED
424,TRD-633558-424,12,1,FX,BUY,473.6271,302.481,2026-04-15,PENDING
425,TRD-316588-425,7,7,COMMODITY,BUY,388.7749,77.237,2026-04-28,UNMATCHED
426,TRD-938366-426,20,1,FIXED_INCOME,BUY,244.5795,457.377,2026-07-04,UNMATCHED
427,TRD-594621-427,27,2,FIXED_INCOME,SELL,495.4768,209.9431,2026-07-13,UNMATCHED
428,TRD-153921-428,39,4,FX,SELL,602.4565,194.5023,2026-06-19,UNMATCHED
429,TRD-392816-429,30,10,FIXED_INCOME,BUY,641.5333,292.8123,2026-06-23,PENDING
430,TRD-990929-430,32,10,COMMODITY,SELL,403.4931,416.807,2026-04-15,PENDING
431,TRD-529776-431,41,1,EQUITY,BUY,130.3386,493.6699,2026-06-29,UNMATCHED
432,TRD-663026-432,34,4,DERIVATIVE,BUY,301.5899,415.187,2026-04-17,MATCHED
433,TRD-904860-433,47,5,FX,BUY,197.2267,122.1328,2026-04-14,UNMATCHED
434,TRD-603209-434,34,3,FIXED_INCOME,BUY,76.7182,424.124,2026-05-25,UNMATCHED
435,TRD-369196-435,28,4,DERIVATIVE,SELL,351.018,397.2455,2026-07-14,UNMATCHED
436,TRD-231994-436,1,5,COMMODITY,BUY,826.364,79.697,2026-05-06,MATCHED
437,TRD-649061-437,22,5,COMMODITY,SELL,540.4322,205.6823,2026-05-18,MATCHED
438,TRD-711569-438,13,9,COMMODITY,BUY,348.3266,152.1379,2026-06-18,UNMATCHED
439,TRD-762934-439,36,10,FIXED_INCOME,BUY,99.3246,259.7485,2026-04-28,UNMATCHED
440,TRD-542231-440,23,8,FX,BUY,499.5378,445.9195,2026-06-28,UNMATCHED
441,TRD-428401-441,19,8,EQUITY,SELL,125.1273,485.869,2026-05-06,MATCHED
442,TRD-767266-442,10,5,EQUITY,SELL,685.0599,451.2775,2026-06-20,PENDING
443,TRD-287803-443,7,1,EQUITY,BUY,800.3418,459.7322,2026-07-30,DISPUTED
444,TRD-101284-444,38,9,FX,BUY,398.9075,435.1122,2026-05-28,PENDING
445,TRD-212004-445,1,9,COMMODITY,SELL,259.2701,418.1366,2026-04-08,DISPUTED
446,TRD-986107-446,32,3,DERIVATIVE,SELL,818.0617,152.9722,2026-07-01,MATCHED
447,TRD-982777-447,16,4,FX,SELL,394.7533,400.6299,2026-05-08,DISPUTED
448,TRD-311249-448,32,4,FX,SELL,140.5866,324.5467,2026-05-12,UNMATCHED
449,TRD-214138-449,11,4,DERIVATIVE,BUY,66.5935,443.002,2026-07-18,UNMATCHED
450,TRD-964283-450,44,6,EQUITY,SELL,11.7624,329.4255,2026-06-20,MATCHED
451,TRD-276814-451,42,9,FIXED_INCOME,BUY,901.3635,236.8573,2026-06-28,MATCHED
452,TRD-483116-452,48,3,FX,BUY,941.8907,285.7834,2026-04-24,UNMATCHED
453,TRD-595835-453,19,4,FIXED_INCOME,BUY,873.7979,357.2414,2026-04-09,UNMATCHED
454,TRD-138075-454,50,8,FX,BUY,711.8683,390.753,2026-05-09,MATCHED
455,TRD-529284-455,9,8,FIXED_INCOME,BUY,567.5199,380.6714,2026-05-23,UNMATCHED
456,TRD-911086-456,5,10,FIXED_INCOME,SELL,267.8571,497.4123,2026-07-26,MATCHED
457,TRD-988481-457,4,3,FX,SELL,729.8401,346.7393,2026-05-11,MATCHED
458,TRD-619860-458,15,1,EQUITY,BUY,344.0358,433.8807,2026-04-06,UNMATCHED
459,TRD-996945-459,40,1,FIXED_INCOME,SELL,54.7865,67.0396,2026-04-22,DISPUTED
460,TRD-504204-460,5,3,FX,SELL,250.7571,159.7549,2026-07-02,DISPUTED
461,TRD-316552-461,50,5,DERIVATIVE,BUY,384.0229,64.3878,2026-04-06,MATCHED
462,TRD-354840-462,10,10,FX,BUY,956.6144,135.0784,2026-07-29,UNMATCHED
463,TRD-185184-463,20,1,FIXED_INCOME,SELL,984.935,478.1189,2026-06-24,MATCHED
464,TRD-860149-464,45,5,DERIVATIVE,SELL,438.1138,346.4615,2026-07-22,DISPUTED
465,TRD-254994-465,27,8,EQUITY,SELL,557.4394,134.2415,2026-05-29,MATCHED
466,TRD-200880-466,15,3,EQUITY,BUY,431.4331,304.3388,2026-04-11,UNMATCHED
467,TRD-443661-467,22,2,DERIVATIVE,BUY,859.8652,63.0214,2026-07-09,PENDING
468,TRD-904675-468,35,1,COMMODITY,BUY,739.8205,286.3855,2026-07-31,DISPUTED
469,TRD-308069-469,26,6,EQUITY,SELL,590.7946,109.4635,2026-07-29,PENDING
470,TRD-770545-470,31,9,COMMODITY,SELL,418.4833,453.0801,2026-07-18,PENDING
471,TRD-884503-471,35,7,DERIVATIVE,SELL,110.8389,254.4527,2026-04-01,PENDING
472,TRD-821842-472,3,9,FX,BUY,492.6471,454.8385,2026-07-27,UNMATCHED
473,TRD-181419-473,31,6,COMMODITY,SELL,424.4768,309.1818,2026-05-05,DISPUTED
474,TRD-339728-474,26,3,COMMODITY,SELL,942.0551,113.3281,2026-05-09,PENDING
475,TRD-660402-475,26,7,EQUITY,BUY,656.772,328.369,2026-04-28,UNMATCHED
476,TRD-487018-476,2,4,COMMODITY,SELL,258.15,96.7383,2026-07-06,UNMATCHED
477,TRD-708188-477,16,5,EQUITY,BUY,478.2319,295.0282,2026-06-01,DISPUTED
478,TRD-331528-478,46,5,EQUITY,BUY,839.1737,291.2168,2026-04-17,PENDING
479,TRD-526600-479,17,6,EQUITY,BUY,846.2934,210.6611,2026-06-24,PENDING
480,TRD-231361-480,28,4,COMMODITY,SELL,745.184,478.3134,2026-04-16,MATCHED
481,TRD-251522-481,3,6,FX,BUY,950.5566,350.5409,2026-07-18,DISPUTED
482,TRD-647554-482,47,7,COMMODITY,SELL,914.4562,167.5826,2026-07-19,DISPUTED
483,TRD-266645-483,27,7,COMMODITY,SELL,826.436,288.4354,2026-06-16,MATCHED
484,TRD-357647-484,31,7,FX,SELL,187.692,214.216,2026-07-09,PENDING
485,TRD-866031-485,33,8,COMMODITY,SELL,813.3356,190.737,2026-04-01,DISPUTED
486,TRD-808698-486,28,6,FX,BUY,458.386,405.6978,2026-07-23,UNMATCHED
487,TRD-507406-487,25,7,DERIVATIVE,SELL,729.7483,396.4193,2026-06-11,DISPUTED
488,TRD-638755-488,26,8,FIXED_INCOME,SELL,311.4717,377.3142,2026-05-25,UNMATCHED
489,TRD-140399-489,42,7,EQUITY,BUY,767.6762,106.4723,2026-04-11,PENDING
490,TRD-901541-490,48,7,DERIVATIVE,SELL,641.8481,393.0542,2026-05-08,DISPUTED
491,TRD-725733-491,6,8,FIXED_INCOME,SELL,441.9617,498.1374,2026-04-11,DISPUTED
492,TRD-438693-492,38,3,COMMODITY,BUY,732.3222,193.599,2026-04-24,UNMATCHED
493,TRD-847211-493,13,9,EQUITY,SELL,649.024,328.093,2026-07-23,DISPUTED
494,TRD-324917-494,48,9,FX,BUY,113.3969,305.2192,2026-06-16,PENDING
495,TRD-410554-495,6,5,COMMODITY,BUY,947.7769,288.5751,2026-04-17,DISPUTED
496,TRD-944294-496,23,4,FX,BUY,235.0369,262.8695,2026-06-24,DISPUTED
497,TRD-139364-497,20,6,EQUITY,BUY,334.0204,416.2868,2026-04-11,PENDING
498,TRD-459564-498,26,5,EQUITY,BUY,335.7846,255.1854,2026-06-20,UNMATCHED
499,TRD-774897-499,8,8,EQUITY,SELL,803.98,117.9546,2026-06-14,PENDING
500,TRD-417036-500,32,4,COMMODITY,SELL,369.271,466.1184,2026-06-22,DISPUTED
